,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
805,"frozenset({'Imagine Low Fat French Fries', 'CDR Hot Chocolate'})",frozenset({'Quick Extra Lean Hamburger'}),0.00018493566880663654,0.0031174869884547304,0.00018493566880663654,1.0,320.771186440678,0.00018435913426543068,inf
309,"frozenset({'Just Right Canned Yams', 'Hilltop 200 MG Acetominifen'})",frozenset({'Faux Products HCL Nasal Spray'}),0.00015851628754854561,0.0029589707009061847,0.00015851628754854561,1.0,337.95535714285717,0.00015804724249807305,inf
1249,"frozenset({'Plato French Roast Coffee', 'High Quality Scissors'})",frozenset({'Dollar Monthly Sports Magazine'}),0.00015851628754854561,0.0031967451322290033,0.00015851628754854561,1.0,312.8181818181818,0.0001580095513779458,inf
1534,"frozenset({'Booker Low Fat String Cheese', 'Bravo Fancy Canned Anchovies'})",frozenset({'High Top Oranges'}),0.00015851628754854561,0.0031967451322290033,0.00015851628754854561,1.0,312.8181818181818,0.0001580095513779458,inf
1190,"frozenset({'Cormorant Scented Toilet Tissue', 'Hilltop 200 MG Acetominifen'})",frozenset({'Horatio No Salt Popcorn'}),0.00015851628754854561,0.003328842038519458,0.00015851628754854561,1.0,300.4047619047619,0.00015798861186676398,inf
2048,"frozenset({'High Top Summer Squash', 'Even Better Sharp Cheddar Cheese'})",frozenset({'High Top New Potatos'}),0.00015851628754854561,0.003725132757390822,0.00015851628754854561,1.0,268.4468085106383,0.00015792579333321854,inf
38,"frozenset({'Horatio Fudge Cookies', 'Special Corn Puffs'})","frozenset({'Faux Products Extra Moisture Shampoo', 'Hilltop Conditioning Shampoo'})",0.0001320969062904547,0.0001320969062904547,0.0001320969062904547,1.0,7570.2,0.00013207945669780317,inf
40,"frozenset({'Faux Products Extra Moisture Shampoo', 'Hilltop Conditioning Shampoo'})","frozenset({'Horatio Fudge Cookies', 'Special Corn Puffs'})",0.0001320969062904547,0.0001320969062904547,0.0001320969062904547,1.0,7570.2,0.00013207945669780317,inf
668,"frozenset({'High Top New Potatos', 'High Top Summer Squash', 'Just Right Canned Tuna in Water'})","frozenset({'Atomic Tasty Candy Bar', 'Even Better Sharp Cheddar Cheese'})",0.0001320969062904547,0.0001320969062904547,0.0001320969062904547,1.0,7570.2,0.00013207945669780317,inf
675,"frozenset({'High Top New Potatos', 'Atomic Tasty Candy Bar', 'Even Better Sharp Cheddar Cheese'})","frozenset({'High Top Summer Squash', 'Just Right Canned Tuna in Water'})",0.0001320969062904547,0.0001320969062904547,0.0001320969062904547,1.0,7570.2,0.00013207945669780317,inf
633,"frozenset({'High Top New Potatos', 'Just Right Canned Tuna in Water'})","frozenset({'Atomic Tasty Candy Bar', 'Even Better Sharp Cheddar Cheese'})",0.0001320969062904547,0.0001320969062904547,0.0001320969062904547,1.0,7570.2,0.00013207945669780317,inf
677,"frozenset({'High Top New Potatos', 'Just Right Canned Tuna in Water'})","frozenset({'Atomic Tasty Candy Bar', 'High Top Summer Squash', 'Even Better Sharp Cheddar Cheese'})",0.0001320969062904547,0.0001320969062904547,0.0001320969062904547,1.0,7570.2,0.00013207945669780317,inf
650,"frozenset({'High Top New Potatos', 'Atomic Tasty Candy Bar'})","frozenset({'High Top Summer Squash', 'Just Right Canned Tuna in Water'})",0.0001320969062904547,0.0001320969062904547,0.0001320969062904547,1.0,7570.2,0.00013207945669780317,inf
680,"frozenset({'High Top New Potatos', 'Atomic Tasty Candy Bar'})","frozenset({'High Top Summer Squash', 'Even Better Sharp Cheddar Cheese', 'Just Right Canned Tuna in Water'})",0.0001320969062904547,0.0001320969062904547,0.0001320969062904547,1.0,7570.2,0.00013207945669780317,inf
672,"frozenset({'High Top Summer Squash', 'Even Better Sharp Cheddar Cheese', 'Just Right Canned Tuna in Water'})","frozenset({'High Top New Potatos', 'Atomic Tasty Candy Bar'})",0.0001320969062904547,0.0001320969062904547,0.0001320969062904547,1.0,7570.2,0.00013207945669780317,inf
676,"frozenset({'Atomic Tasty Candy Bar', 'High Top Summer Squash', 'Even Better Sharp Cheddar Cheese'})","frozenset({'High Top New Potatos', 'Just Right Canned Tuna in Water'})",0.0001320969062904547,0.0001320969062904547,0.0001320969062904547,1.0,7570.2,0.00013207945669780317,inf
597,"frozenset({'Atomic Tasty Candy Bar', 'Even Better Sharp Cheddar Cheese'})","frozenset({'High Top Summer Squash', 'Just Right Canned Tuna in Water'})",0.0001320969062904547,0.0001320969062904547,0.0001320969062904547,1.0,7570.2,0.00013207945669780317,inf
634,"frozenset({'Atomic Tasty Candy Bar', 'Even Better Sharp Cheddar Cheese'})","frozenset({'High Top New Potatos', 'Just Right Canned Tuna in Water'})",0.0001320969062904547,0.0001320969062904547,0.0001320969062904547,1.0,7570.2,0.00013207945669780317,inf
681,"frozenset({'Atomic Tasty Candy Bar', 'Even Better Sharp Cheddar Cheese'})","frozenset({'High Top New Potatos', 'High Top Summer Squash', 'Just Right Canned Tuna in Water'})",0.0001320969062904547,0.0001320969062904547,0.0001320969062904547,1.0,7570.2,0.00013207945669780317,inf
599,"frozenset({'High Top Summer Squash', 'Just Right Canned Tuna in Water'})","frozenset({'Atomic Tasty Candy Bar', 'Even Better Sharp Cheddar Cheese'})",0.0001320969062904547,0.0001320969062904547,0.0001320969062904547,1.0,7570.2,0.00013207945669780317,inf
652,"frozenset({'High Top Summer Squash', 'Just Right Canned Tuna in Water'})","frozenset({'High Top New Potatos', 'Atomic Tasty Candy Bar'})",0.0001320969062904547,0.0001320969062904547,0.0001320969062904547,1.0,7570.2,0.00013207945669780317,inf
678,"frozenset({'High Top Summer Squash', 'Just Right Canned Tuna in Water'})","frozenset({'High Top New Potatos', 'Atomic Tasty Candy Bar', 'Even Better Sharp Cheddar Cheese'})",0.0001320969062904547,0.0001320969062904547,0.0001320969062904547,1.0,7570.2,0.00013207945669780317,inf
305,"frozenset({'Cormorant Scented Toilet Tissue', 'Faux Products HCL Nasal Spray', 'Hilltop 200 MG Acetominifen'})","frozenset({'Horatio No Salt Popcorn', 'Just Right Canned Yams'})",0.0001320969062904547,0.00015851628754854561,0.0001320969062904547,1.0,6308.5,0.00013207596677927287,inf
301,"frozenset({'Horatio No Salt Popcorn', 'Just Right Canned Yams', 'Faux Products HCL Nasal Spray'})","frozenset({'Cormorant Scented Toilet Tissue', 'Hilltop 200 MG Acetominifen'})",0.0001320969062904547,0.00015851628754854561,0.0001320969062904547,1.0,6308.5,0.00013207596677927287,inf
303,"frozenset({'Cormorant Scented Toilet Tissue', 'Horatio No Salt Popcorn', 'Faux Products HCL Nasal Spray'})","frozenset({'Just Right Canned Yams', 'Hilltop 200 MG Acetominifen'})",0.0001320969062904547,0.00015851628754854561,0.0001320969062904547,1.0,6308.5,0.00013207596677927287,inf
39,"frozenset({'Horatio Fudge Cookies', 'Hilltop Conditioning Shampoo'})","frozenset({'Faux Products Extra Moisture Shampoo', 'Special Corn Puffs'})",0.0001320969062904547,0.00015851628754854561,0.0001320969062904547,1.0,6308.5,0.00013207596677927287,inf
670,"frozenset({'High Top New Potatos', 'Even Better Sharp Cheddar Cheese', 'Just Right Canned Tuna in Water'})","frozenset({'Atomic Tasty Candy Bar', 'High Top Summer Squash'})",0.0001320969062904547,0.00015851628754854561,0.0001320969062904547,1.0,6308.5,0.00013207596677927287,inf
669,"frozenset({'High Top New Potatos', 'Atomic Tasty Candy Bar', 'Just Right Canned Tuna in Water'})","frozenset({'High Top Summer Squash', 'Even Better Sharp Cheddar Cheese'})",0.0001320969062904547,0.00015851628754854561,0.0001320969062904547,1.0,6308.5,0.00013207596677927287,inf
651,"frozenset({'High Top New Potatos', 'Just Right Canned Tuna in Water'})","frozenset({'Atomic Tasty Candy Bar', 'High Top Summer Squash'})",0.0001320969062904547,0.00015851628754854561,0.0001320969062904547,1.0,6308.5,0.00013207596677927287,inf
1753,"frozenset({'High Top New Potatos', 'Just Right Canned Tuna in Water'})","frozenset({'High Top Summer Squash', 'Even Better Sharp Cheddar Cheese'})",0.0001320969062904547,0.00015851628754854561,0.0001320969062904547,1.0,6308.5,0.00013207596677927287,inf
639,"frozenset({'High Top New Potatos', 'Atomic Tasty Candy Bar'})","frozenset({'High Top Summer Squash', 'Even Better Sharp Cheddar Cheese'})",0.0001320969062904547,0.00015851628754854561,0.0001320969062904547,1.0,6308.5,0.00013207596677927287,inf
598,"frozenset({'Atomic Tasty Candy Bar', 'Just Right Canned Tuna in Water'})","frozenset({'High Top Summer Squash', 'Even Better Sharp Cheddar Cheese'})",0.0001320969062904547,0.00015851628754854561,0.0001320969062904547,1.0,6308.5,0.00013207596677927287,inf
679,"frozenset({'Atomic Tasty Candy Bar', 'Just Right Canned Tuna in Water'})","frozenset({'High Top New Potatos', 'High Top Summer Squash', 'Even Better Sharp Cheddar Cheese'})",0.0001320969062904547,0.00015851628754854561,0.0001320969062904547,1.0,6308.5,0.00013207596677927287,inf
302,"frozenset({'Cormorant Scented Toilet Tissue', 'Just Right Canned Yams', 'Faux Products HCL Nasal Spray'})","frozenset({'Horatio No Salt Popcorn', 'Hilltop 200 MG Acetominifen'})",0.0001320969062904547,0.00018493566880663654,0.0001320969062904547,1.0,5407.285714285715,0.00013207247686074258,inf
308,"frozenset({'Just Right Canned Yams', 'Cormorant Scented Toilet Tissue', 'Hilltop 200 MG Acetominifen'})","frozenset({'Horatio No Salt Popcorn', 'Faux Products HCL Nasal Spray'})",0.0001320969062904547,0.00018493566880663654,0.0001320969062904547,1.0,5407.285714285715,0.00013207247686074258,inf
635,"frozenset({'Atomic Tasty Candy Bar', 'Just Right Canned Tuna in Water'})","frozenset({'High Top New Potatos', 'Even Better Sharp Cheddar Cheese'})",0.0001320969062904547,0.00018493566880663654,0.0001320969062904547,1.0,5407.285714285715,0.00013207247686074258,inf
653,"frozenset({'Atomic Tasty Candy Bar', 'Just Right Canned Tuna in Water'})","frozenset({'High Top New Potatos', 'High Top Summer Squash'})",0.0001320969062904547,0.00018493566880663654,0.0001320969062904547,1.0,5407.285714285715,0.00013207247686074258,inf
673,"frozenset({'Atomic Tasty Candy Bar', 'Even Better Sharp Cheddar Cheese', 'Just Right Canned Tuna in Water'})","frozenset({'High Top New Potatos', 'High Top Summer Squash'})",0.0001320969062904547,0.00018493566880663654,0.0001320969062904547,1.0,5407.285714285715,0.00013207247686074258,inf
671,"frozenset({'Atomic Tasty Candy Bar', 'High Top Summer Squash', 'Just Right Canned Tuna in Water'})","frozenset({'High Top New Potatos', 'Even Better Sharp Cheddar Cheese'})",0.0001320969062904547,0.00018493566880663654,0.0001320969062904547,1.0,5407.285714285715,0.00013207247686074258,inf
